ticker,sector,misses
DBRG-I,__FAILED__,1
DBRG-J,__FAILED__,1
DC,Basic Materials,0
DCBO,Technology,0
DCH,Consumer Cyclical,0
DCO,Industrials,0
DCOM,Financial Services,0
DCOY,Healthcare,0
DCTH,Healthcare,0
DCX,Consumer Cyclical,0
DDC,Consumer Defensive,0
DDD,Technology,0
DDS,Consumer Cyclical,0
DDT,__FAILED__,1
DEA,Real Estate,0
DEC,Energy,0
DEI,Real Estate,0
DEO,Consumer Defensive,0
DERM,Healthcare,0
DETX,Industrials,0
DFDV,Financial Services,0
DFH,Consumer Cyclical,0
DFIN,Technology,0
DFSC,Industrials,0
DFTX,Healthcare,0
DGAC,Financial Services,0
DGICA,Financial Services,0
DGICB,Financial Services,0
DGII,Technology,0
DGNX,Industrials,0
DGP,__FAILED__,1
DGXX,Utilities,0
DGZ,__FAILED__,1
DHC,Real Estate,0
DHF,Financial Services,0
DHT,Energy,0
DHX,Technology,0
DHY,Financial Services,0
DIBS,Communication Services,0
DIN,Consumer Cyclical,0
DIOD,Technology,0
DIT,Consumer Defensive,0
DJCO,Technology,0
DJP,__FAILED__,1
DJT,Communication Services,0
DK,Energy,0
DKI,Communication Services,0
DKNG,Consumer Cyclical,0
DLHC,Industrials,0
DLO,Technology,0
DLPN,Communication Services,0
DLTH,Consumer Cyclical,0
DLX,Industrials,0
DLY,Financial Services,0
DMA,Financial Services,0
DMAA,Financial Services,0
DMAC,Healthcare,0
DMB,Financial Services,0
DMC,Consumer Defensive,0
DMII,Financial Services,0
DMO,Financial Services,0
DMRA,Healthcare,0
DMRC,Technology,0
DNA,Healthcare,0
DNLI,Healthcare,0
DNMX,Financial Services,0
DNN,Energy,0
DNOW,Industrials,0
DNP,Financial Services,0
DNTH,Healthcare,0
DNUT,Consumer Defensive,0
DOGZ,Consumer Cyclical,0
DOLE,Consumer Defensive,0
DOMH,Financial Services,0
DOMO,Technology,0
DOO,Consumer Cyclical,0
DORM,Consumer Cyclical,0
DOUG,Real Estate,0
DOX,Technology,0
DPC,Industrials,0
DPG,Financial Services,0
DPRO,Technology,0
DPU,__FAILED__,1
DRH,Real Estate,0
DRIO,Healthcare,0
DRMA,Healthcare,0
DRS,Industrials,0
DRTS,Healthcare,0
DRUG,Healthcare,0
DRVN,Consumer Cyclical,0
DSAC,Financial Services,0
DSGN,Healthcare,0
DSGR,Industrials,0
DSGX,Technology,0
DSL,Financial Services,0
DSM,Financial Services,0
DSP,Technology,0
DSS,Consumer Cyclical,0
DSU,Financial Services,0
DSWL,Technology,0
DSX,Industrials,0
DSY,Consumer Defensive,0
DTCX,Financial Services,0
DTF,Financial Services,0
DTI,Energy,0
DTIL,Healthcare,0
DTSQ,Financial Services,0
DTST,Technology,0
DUKR,Industrials,0
DUOT,Technology,0
DV,Communication Services,0
DWSN,Energy,0
DWTX,Healthcare,0
DX,Real Estate,0
DXC,Technology,0
DXPE,Industrials,0
DXR,Healthcare,0
DXST,Industrials,0
DXYZ,Financial Services,0
DYAI,Healthcare,0
DYN,Healthcare,0
DYNC,Financial Services,0
DYOR,Financial Services,0
DZZ,__FAILED__,1
E,Energy,0
EAD,Financial Services,0
EAF,Industrials,0
EAI,__FAILED__,1
EARN,Financial Services,0
EAT,Consumer Cyclical,0
EBC,Financial Services,0
EBF,Industrials,0
EBMT,Financial Services,0
EBON,Technology,0
EBS,Healthcare,0
ECAT,Financial Services,0
ECBK,Financial Services,0
ECC,Financial Services,0
ECF,Financial Services,0
ECG,Industrials,0
ECO,Industrials,0
ECOR,Healthcare,0
ECPG,Financial Services,0
ECVT,Basic Materials,0
ECX,Consumer Cyclical,0
EDD,Financial Services,0
EDF,Financial Services,0
EDHL,Communication Services,0
EDIT,Healthcare,0
EDRY,Industrials,0
EDSA,Healthcare,0
EDTK,Consumer Defensive,0
EDU,Consumer Defensive,0
EDUC,Communication Services,0
EDVA,Healthcare,0
EE,Energy,0
EEA,Financial Services,0
EEIQ,Consumer Defensive,0
EFC,Real Estate,0
EFOI,Consumer Cyclical,0
EFOR,Technology,0
EFR,Financial Services,0
EFSC,Financial Services,0
EFSI,Financial Services,0
EFT,Financial Services,0
EFTY,Industrials,0
EFXT,Energy,0
EGAN,Technology,0
EGBN,Financial Services,0
EGG,Industrials,0
EGHA,Financial Services,0
EGHT,Technology,0
EGO,Basic Materials,0
EGY,Energy,0
EH,Industrials,0
EHGO,Industrials,0
EHI,Financial Services,0
EHLD,Industrials,0
EHTH,Financial Services,0
EIC,Financial Services,0
EIG,Financial Services,0
EIKN,Healthcare,0
EIM,Financial Services,0
ELA,Consumer Cyclical,0
ELAB,Healthcare,0
ELC,__FAILED__,1
ELDN,Healthcare,0
ELE,Basic Materials,0
ELLO,Utilities,0
ELMD,Healthcare,0
ELME,Real Estate,0
ELMT,Industrials,0
ELOG,Industrials,0
ELOX,Healthcare,0
ELPW,Industrials,0
ELTK,Technology,0
ELTX,Healthcare,0
ELVA,Industrials,0
ELVN,Healthcare,0
ELWT,Communication Services,0
EMA,Utilities,0
EMAT,Basic Materials,0
EMBC,Healthcare,0
EMBJ,Industrials,0
EMD,Financial Services,0
EMF,Financial Services,0
EMIS,Financial Services,0
EML,Industrials,0
EMN,Basic Materials,0
EMO,Financial Services,0
EMP,__FAILED__,1
EMPD,Consumer Cyclical,0
ENB,Energy,0
ENGN,Healthcare,0
ENGS,Industrials,0
ENHA,Consumer Defensive,0
ENJ,__FAILED__,1
ENLT,Utilities,0
ENLV,Healthcare,0
ENO,__FAILED__,1
ENOV,Healthcare,0
ENPH,Technology,0
ENR,Industrials,0
ENTA,Healthcare,0
ENTX,Healthcare,0
ENVA,Financial Services,0
ENVB,Healthcare,0
ENVX,Industrials,0
EOD,Financial Services,0
EOI,Financial Services,0
EOLS,Healthcare,0
EONR,Energy,0
EOS,Financial Services,0
EOSE,Industrials,0
EOT,Financial Services,0
EP,Energy,0
EPAC,Industrials,0
EPAM,Technology,0
EPC,Consumer Defensive,0
EPD,Energy,0
EPM,Energy,0
EPRT,Real Estate,0
EPRX,Healthcare,0
EPSM,Consumer Defensive,0
EPSN,Energy,0
EQ,Healthcare,0
EQBK,Financial Services,0
EQNR,Energy,0
EQPT,Industrials,0
EQS,Financial Services,0
EQX,Basic Materials,0
ERAS,Healthcare,0
ERC,Financial Services,0
ERH,Financial Services,0
ERII,Industrials,0
ERNA,Healthcare,0
ERO,Basic Materials,0
EROC,Industrials,0
EROK,Energy,0
ESCA,Consumer Cyclical,0
ESE,Technology,0
ESEA,Industrials,0
ESI,Basic Materials,0
ESLT,Industrials,0
ESOA,Industrials,0
ESP,Industrials,0
ESQ,Financial Services,0
ESRT,Real Estate,0
ESTA,Healthcare,0
ESTC,Technology,0
ETB,Financial Services,0
ETD,Consumer Cyclical,0
ETG,Financial Services,0
ETJ,Financial Services,0
ETO,Financial Services,0
ETON,Healthcare,0
ETOR,Financial Services,0
ETS,Industrials,0
ETSS,Financial Services,0
ETSY,Consumer Cyclical,0
ETV,Financial Services,0
ETW,Financial Services,0
ETX,Financial Services,0
ETY,Financial Services,0
EU,Energy,0
EUDA,Real Estate,0
EVAC,Financial Services,0
EVC,Communication Services,0
EVCM,Technology,0
EVER,Communication Services,0
EVEX,Industrials,0
EVF,Financial Services,0
EVG,Financial Services,0
EVGO,Consumer Cyclical,0
EVH,Healthcare,0
EVI,Industrials,0
EVLV,Industrials,0
EVMN,Healthcare,0
EVN,Financial Services,0
EVOX,Financial Services,0
EVT,Financial Services,0
EVTC,Technology,0
EVTL,Industrials,0
EVV,Financial Services,0
EWAV,Financial Services,0
EWTX,Healthcare,0
EXFY,Technology,0
EXG,Financial Services,0
EXK,Basic Materials,0
EXOD,Technology,0
EXOZ,Healthcare,0
EXTR,Technology,0
EXYN,Technology,0
EYE,Consumer Cyclical,0
EYPT,Healthcare,0
EZGO,Consumer Cyclical,0
EZPW,Financial Services,0
EZRA,Financial Services,0
FA,Industrials,0
FABC,Technology,0
FAC,Industrials,0
FACT,__FAILED__,1
FATE,Healthcare,0
FATN,Technology,0
FAX,Financial Services,0
FBDT,Industrials,0
FBIO,Healthcare,0
FBIZ,Financial Services,0
FBK,Financial Services,0
FBLA,Financial Services,0
FBLG,Healthcare,0
FBNC,Financial Services,0
FBP,Financial Services,0
FBRT,Real Estate,0
FBYD,Industrials,0
FC,Consumer Defensive,0
FCAP,Financial Services,0
FCBC,Financial Services,0
FCBM,Financial Services,0
FCCO,Financial Services,0
FCEL,Industrials,0
FCF,Financial Services,0
FCNCA,Financial Services,0
FCPT,Real Estate,0
FCRS,Financial Services,0
FCUV,Technology,0
FDBC,Financial Services,0
FDMM,Financial Services,0
FDMT,Healthcare,0
FDSB,Financial Services,0
FDUS,Financial Services,0
FEAM,Basic Materials,0
FEIM,Technology,0
FELE,Industrials,0
FEMY,Healthcare,0
FENC,Healthcare,0
FER,Industrials,0
FERA,Financial Services,0
FET,Energy,0
FF,Basic Materials,0
FFA,Financial Services,0
FFAI,Consumer Cyclical,0
FFBC,Financial Services,0
FG,Financial Services,0
FGBI,Financial Services,0
FGI,Consumer Cyclical,0
FGII,Financial Services,0
FGL,Industrials,0
FGNX,Financial Services,0
FHB,Financial Services,0
FHTX,Healthcare,0
FIBK,Financial Services,0
FIEE,Technology,0
FIG,Technology,0
FIGR,Financial Services,0
FIGS,Consumer Cyclical,0
FIGX,Financial Services,0
FINS,Financial Services,0
FINW,Financial Services,0
FIP,Industrials,0
FIRY,Communication Services,0
FISI,Financial Services,0
FISN,Industrials,0
FIVN,Technology,0
FIZZ,Consumer Defensive,0
FJET,Industrials,0
FKWL,Technology,0
FLC,Financial Services,0
FLGT,Healthcare,0
FLL,Consumer Cyclical,0
FLNA,Healthcare,0
FLNC,Utilities,0
FLNG,Energy,0
FLNT,Communication Services,0
FLO,Consumer Defensive,0
FLOC,Energy,0
FLUT,Consumer Cyclical,0
FLWS,Consumer Cyclical,0
FLXS,Consumer Cyclical,0
FLY,Industrials,0
FLYE,Consumer Cyclical,0
FLYW,Technology,0
FLYX,Industrials,0
FMAC,Financial Services,0
FMAO,Financial Services,0
FMBH,Financial Services,0
FMC,Basic Materials,0
FMN,Financial Services,0
FMNB,Financial Services,0
FMST,Basic Materials,0
FMX,Consumer Defensive,0
FMY,Financial Services,0
FNGD,__FAILED__,1
FNGO,__FAILED__,1
FNKO,Consumer Cyclical,0
FNLC,Financial Services,0
FNRN,Financial Services,0
FNV,Basic Materials,0
FNWB,Financial Services,0
FNWD,Financial Services,0
FOA,Financial Services,0
FOF,Financial Services,0
FOFO,Industrials,0
FOR,Real Estate,0
FORM,Technology,0
FORR,Industrials,0
FOSL,Consumer Cyclical,0
FOXF,Consumer Cyclical,0
FPH,Real Estate,0
FPI,Real Estate,0
FPS,Industrials,0
FRA,Financial Services,0
FRAF,Financial Services,0
FRBA,Financial Services,0
FRBT,Financial Services,0
FRD,Basic Materials,0
FRGT,Technology,0
FRHC,Financial Services,0
FRME,Financial Services,0
FRMI,Real Estate,0
FRMM,Technology,0
FRNM,Healthcare,0
FRO,Energy,0
FROG,Technology,0
FRPH,Real Estate,0
FRPT,Consumer Defensive,0
FRSH,Technology,0
FRST,Financial Services,0
FRTT,Consumer Cyclical,0
FRVO,Utilities,0
FSBC,Financial Services,0
FSBW,Financial Services,0
FSCO,Financial Services,0
FSEA,Financial Services,0
FSHP,Financial Services,0
FSI,Basic Materials,0
FSK,Financial Services,0
FSLY,Technology,0
FSM,Basic Materials,0
FSP,Real Estate,0
FSS,Industrials,0
FSSL,__FAILED__,1
FSTR,Industrials,0
FSUN,Financial Services,0
FSV,Real Estate,0
FT,Financial Services,0
FTAI,Industrials,0
FTCI,Technology,0
FTDR,Consumer Cyclical,0
FTEK,Industrials,0
FTF,Financial Services,0
FTFT,Technology,0
FTH,Healthcare,0
FTHA,Financial Services,0
FTHM,Real Estate,0
FTHY,Financial Services,0
FTK,Energy,0
FTLF,Consumer Defensive,0
FTRA,Financial Services,0
FTRE,Healthcare,0
FTS,Utilities,0
FTW,Energy,0
FUBO,Communication Services,0
FUFU,Financial Services,0
FUL,Basic Materials,0
FULC,Healthcare,0
FULT,Financial Services,0
FUN,Consumer Cyclical,0
FUND,Financial Services,0
FURY,Basic Materials,0
FUSB,Financial Services,0
FVAV,Financial Services,0
FVCB,Financial Services,0
FVR,Real Estate,0
FVRR,Communication Services,0
FWAC,Financial Services,0
FWDI,Consumer Cyclical,0
FWONA,Communication Services,0
FWONK,Communication Services,0
FWRD,Industrials,0
FWRG,Consumer Cyclical,0
FXAC,Financial Services,0
FXHO,Technology,0
FXNC,Financial Services,0
GAB,Financial Services,0
GABC,Financial Services,0
GAIA,Communication Services,0
GAIN,Financial Services,0
GALT,Healthcare,0
GAM,Financial Services,0
GANX,Healthcare,0
GASS,Industrials,0
GAU,Basic Materials,0
GAUZ,Technology,0
GBAB,Financial Services,0
GBDC,Financial Services,0
GBFH,Financial Services,0
GBLI,Financial Services,0
GBR,Real Estate,0
GBTG,Consumer Cyclical,0
GBX,Industrials,0
GCBC,Financial Services,0
GCDT,Industrials,0
GCGR,Financial Services,0
GCMG,Financial Services,0
GCO,Consumer Cyclical,0
GCT,Technology,0
GCTS,Technology,0
GCV,Financial Services,0
GDC,Communication Services,0
GDEV,Communication Services,0
GDHG,Consumer Cyclical,0
GDL,Financial Services,0
GDO,Financial Services,0
GDOT,Financial Services,0
GDRX,Healthcare,0
GDTC,Healthcare,0
GDV,Financial Services,0
GDYN,Technology,0
GECC,Financial Services,0
GEF-B,Consumer Cyclical,0
GEG,Financial Services,0
GEMI,Financial Services,0
GENB,Healthcare,0
GENC,Industrials,0
GENI,Communication Services,0
GENK,Consumer Cyclical,0
GEO,Industrials,0
GEOS,Energy,0
GERN,Healthcare,0
GETY,Communication Services,0
GEVO,Basic Materials,0
GF,Financial Services,0
GFF,Industrials,0
GFL,Industrials,0
GFR,Energy,0
GFS,Technology,0
GFUZ,Industrials,0
GGB,Basic Materials,0
GGN,Financial Services,0
GGR,Consumer Cyclical,0
GGT,Financial Services,0
GGZ,Financial Services,0
GH,Healthcare,0
GHM,Industrials,0
GHRS,Healthcare,0
GHXI,Financial Services,0
GHY,Financial Services,0
GIB,Technology,0
GIBO,Communication Services,0
GIC,Industrials,0
GIGM,Communication Services,0
GIII,Consumer Cyclical,0
GIL,Consumer Cyclical,0
GILT,Technology,0
GIW,Financial Services,0
GIX,Financial Services,0
GJH,__FAILED__,1
GJO,__FAILED__,1
GJP,__FAILED__,1
GJR,__FAILED__,1
GJS,__FAILED__,1
GJT,__FAILED__,1
GKOS,Healthcare,0
GLAD,Financial Services,0
GLAS,Healthcare,0
GLBE,Consumer Cyclical,0
GLBS,Industrials,0
GLDG,Basic Materials,0
GLED,Financial Services,0
GLIBA,Communication Services,0
GLIBK,Communication Services,0
GLND,Energy,0
GLNG,Energy,0
GLO,Financial Services,0
GLOB,Technology,0
GLOO,Technology,0
GLQ,Financial Services,0
GLRE,Financial Services,0
GLSI,Healthcare,0
GLU,Financial Services,0
GLUE,Healthcare,0
GLV,Financial Services,0
GLXG,Industrials,0
GLXY,Financial Services,0
GMEX,Technology,0
GMM,Technology,0
GMRS,Healthcare,0
GMTL,Basic Materials,0
GNE,Utilities,0
GNK,Industrials,0
GNL,Real Estate,0
GNLN,Consumer Defensive,0
GNLX,Healthcare,0
GNPX,Healthcare,0
GNS,Consumer Defensive,0
GNSS,Technology,0
GNT,Financial Services,0
GNW,Financial Services,0
GO,Consumer Defensive,0
GOAI,Technology,0
GOF,Financial Services,0
GOGO,Communication Services,0
GOLD,Financial Services,0
GOLF,Consumer Cyclical,0
GOOD,Real Estate,0
GOOS,Consumer Cyclical,0
GORO,Basic Materials,0
GP,Industrials,0
GPAC,Financial Services,0
GPAT,Financial Services,0
GPGI,Industrials,0
GPI,Consumer Cyclical,0
GPMT,Real Estate,0
GPOR,Energy,0
GPRE,Basic Materials,0
GPRK,Energy,0
GPUS,Industrials,0
GRAB,Technology,0
GRAL,Healthcare,0
GRAN,Financial Services,0
GRBK,Consumer Cyclical,0
GRC,Industrials,0
GRCE,Healthcare,0
GRDN,Healthcare,0
GRDX,Healthcare,0
GRF,Financial Services,0
GRI,Healthcare,0
GRN,__FAILED__,1
GRND,Technology,0
GRNQ,Industrials,0
GRNT,Energy,0
GRO,Basic Materials,0
GROV,Consumer Defensive,0
GROW,Financial Services,0
GROY,Basic Materials,0
GRPN,Communication Services,0
GRRR,Technology,0
GRSD,Consumer Cyclical,0
GRWG,Consumer Cyclical,0
GRX,Financial Services,0
GSAT,Communication Services,0
GSBC,Financial Services,0
GSBD,Financial Services,0
GSHD,Financial Services,0
GSHR,Financial Services,0
GSIT,Technology,0
GSIW,Financial Services,0
GSL,Industrials,0
GSM,Basic Materials,0
GSRF,Financial Services,0
GSRV,Financial Services,0
GT,Consumer Cyclical,0
GTE,Energy,0
GTEN,Financial Services,0
GTERA,Financial Services,0
GTES,Industrials,0
GTIM,Consumer Cyclical,0
GTLB,Technology,0
GTM,Technology,0
GTN,Communication Services,0
GTN-A,Communication Services,0
GTX,Consumer Cyclical,0
GTY,Real Estate,0
GUAC,Financial Services,0
GUG,Financial Services,0
GUT,Financial Services,0
GVA,Industrials,0
GVH,Industrials,0
GWAV,Industrials,0
GWH,Industrials,0
GWRS,Utilities,0
GXAI,Communication Services,0
GYGY,Technology,0
GYRE,Healthcare,0
GYRO,Real Estate,0
HACQ,Financial Services,0
HAFC,Financial Services,0
HAFN,Industrials,0
HAO,Communication Services,0
HAPN,Financial Services,0
HASI,Financial Services,0
HAVA,Financial Services,0
HAWK,Industrials,0
HAYW,Industrials,0
HBB,Consumer Cyclical,0
HBCP,Financial Services,0
HBIO,Healthcare,0
HBM,Basic Materials,0
HBNB,Real Estate,0
HBNC,Financial Services,0
HBT,Financial Services,0
HCAC,Financial Services,0
HCAI,Industrials,0
HCAT,Healthcare,0
HCC,Basic Materials,0
HCHL,Consumer Cyclical,0
HCI,Financial Services,0
HCIC,Financial Services,0
HCKT,Technology,0
HCMA,Financial Services,0
HCSG,Healthcare,0
HCTI,Healthcare,0
HCWB,Healthcare,0
HCWC,Consumer Defensive,0
HDB,Financial Services,0
HDRN,Industrials,0
HDSN,Basic Materials,0
HE,Utilities,0
HEI,Industrials,0
HEI-A,Industrials,0
HELE,Consumer Defensive,0
HELP,Healthcare,0
HEQ,Financial Services,0
HERZ,Financial Services,0
HESM,Energy,0
HFBL,Financial Services,0
HFFG,Consumer Defensive,0
HFRO,Financial Services,0
HFWA,Financial Services,0
HG,Financial Services,0
HGBL,Financial Services,0
HGLB,Financial Services,0
HGTY,Financial Services,0
HHH,Real Estate,0
HHS,Industrials,0
HIFS,Financial Services,0
HIND,Healthcare,0
HIO,Financial Services,0
HIPO,Financial Services,0
HIT,Technology,0
HITI,Healthcare,0
HIVE,Financial Services,0
HIW,Real Estate,0
HIX,Financial Services,0
HKIT,Technology,0
HLF,Consumer Defensive,0
HLIO,Industrials,0
HLIT,Technology,0
HLLY,Consumer Cyclical,0
HLMN,Industrials,0
HLP,Basic Materials,0
HLX,Energy,0
HMC,Consumer Cyclical,0
HMH,Energy,0
HMN,Financial Services,0
HMR,Industrials,0
HMY,Basic Materials,0
HNGE,Healthcare,0
HNI,Consumer Cyclical,0
HNNA,Financial Services,0
HNRG,Utilities,0
HNST,Consumer Defensive,0
HNVR,Financial Services,0
HODO,Technology,0
HOFT,Consumer Cyclical,0
HOLO,Technology,0
HOPE,Financial Services,0
HOUR,Consumer Cyclical,0
HOV,Consumer Cyclical,0
HOVR,Industrials,0
HP,Energy,0
HPK,Energy,0
HPP,Real Estate,0
HQ,Technology,0
HQH,Financial Services,0
HQI,Industrials,0
HQL,Financial Services,0
HRI,Industrials,0
HRMY,Healthcare,0
HROW,Healthcare,0
HRTG,Financial Services,0
HRZN,Financial Services,0
HSBC,Financial Services,0
HSDT,Financial Services,0
HSHP,Industrials,0
HSLV,Basic Materials,0
HSTM,Healthcare,0
HTB,Financial Services,0
HTCO,Industrials,0
HTCR,Technology,0
HTD,Financial Services,0
HTFL,Healthcare,0
HTGC,Financial Services,0
HTH,Financial Services,0
HTLD,Industrials,0
HTLM,Consumer Cyclical,0
HTO,Utilities,0
HTOO,Utilities,0
HTZ,Industrials,0
HUBC,Technology,0
HUBS,Technology,0
HUHU,Industrials,0
HUN,Basic Materials,0
HURA,Healthcare,0
HURC,Industrials,0
HURN,Industrials,0
HUT,Financial Services,0
HVII,Financial Services,0
HVMC,Financial Services,0
HVT,Consumer Cyclical,0
HVT-A,Consumer Cyclical,0
HWBK,Financial Services,0
HWKN,Basic Materials,0
HY,Industrials,0
HYFT,Healthcare,0
HYI,Financial Services,0
HYLN,Consumer Cyclical,0
HYMC,Basic Materials,0
HYNE,Financial Services,0
HYPD,Healthcare,0
HYPR,Healthcare,0
HYT,Financial Services,0
HZO,Consumer Cyclical,0
IA,Industrials,0
IACO,Financial Services,0
IACQ,Financial Services,0
IAE,Financial Services,0
IAF,Financial Services,0
IAG,Basic Materials,0
IART,Healthcare,0
IAUX,Basic Materials,0
IBAC,Financial Services,0
IBCP,Financial Services,0
IBEX,Technology,0
IBIO,Healthcare,0
IBN,Financial Services,0
IBO,Healthcare,0
IBP,Consumer Cyclical,0
IBRX,Healthcare,0
IBTA,Technology,0
ICCC,Healthcare,0
ICCM,Healthcare,0
ICFI,Industrials,0
ICHR,Technology,0
ICL,Basic Materials,0
ICLR,Healthcare,0
ICON,Industrials,0
ICU,Healthcare,0
ICUI,Healthcare,0
IDAC,Financial Services,0
IDAI,Technology,0
IDE,Financial Services,0
IDN,Technology,0
IDR,Basic Materials,0
IDT,Communication Services,0
IDYA,Healthcare,0
IE,Basic Materials,0
IEAG,Financial Services,0
IFBD,Technology,0
IFN,Financial Services,0
IFRX,Healthcare,0
IFS,Financial Services,0
IGA,Financial Services,0
IGAC,Financial Services,0
IGC,Healthcare,0
IGD,Financial Services,0
IGI,Financial Services,0
IGIC,Financial Services,0
IGR,Financial Services,0
IHD,Financial Services,0
IHRT,Communication Services,0
IHS,Real Estate,0
IHT,Real Estate,0
IIF,Financial Services,0
III,Technology,0
IIIN,Industrials,0
IIIV,Technology,0
IIM,Financial Services,0
IIPR,Real Estate,0
IKT,Healthcare,0
ILAG,Industrials,0
ILLR,Technology,0
ILLU,Financial Services,0
